"FullID"	"Site"	"Sector"	"SampleDate"	"IDSample"	"Succession"	"SiteName"	"Canton"	"Municipiality"	"Altitude"	"Habitat"	"X_WGS84"	"Y_WGS84"	"SiteSectorCentroidsX"	"SiteSectorCentroidsY"	"Light"	"Temperature"	"Continentality"	"Humidity"	"Soil.reaction"	"Nitrogen"	"Salt"	"CanopyCover"	"Moss_g"	"Distance"	"MossComposition"	"mb.moss.prok"	"mb.moss.euk"	"mb.moss"
"LE3N01M"	"LE"	"3"	"24.08.2018"	"S0"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	-0.154402230073226	"Raised peat bog"	7.11572133320043	47.2625172509751	575555.360035426	234669.108800555	-0.95610305112203	-0.864158547399991	0.958265558204912	-1.39503925871139	0.446529518378357	-0.029567077073896	-0.0724622486848182	0.970611098095293	-1.17951992005762	1.23026013239483	-0.116798549290677	-0.165785426879477	-0.0201588041067387	-0.115600502709227
"LE3N02M"	"LE"	"3"	"24.08.2018"	"G0"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	-0.154402230073226	"Raised peat bog"	7.11572133320043	47.2625172509751	575555.360035426	234669.108800555	-0.95610305112203	-0.864158547399991	0.958265558204912	-1.39503925871139	0.446529518378357	-0.029567077073896	-0.0724622486848182	0.970611098095293	0.136349003949109	1.23026013239483	-0.116798549290677	0.170232241043694	-0.317793455982073	-0.201431087638485
"LE4N01M"	"LE"	"4"	"24.08.2018"	"B1"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	-0.154402230073226	"Raised peat bog"	7.11572133320043	47.2625172509751	575561.556657458	234683.949411915	-0.95610305112203	-0.864158547399991	0.958265558204912	-1.39503925871139	0.446529518378357	-0.029567077073896	-0.0724622486848182	0.627095632317198	1.13399017700403	1.23062764921722	0.302030266252013	0.300389180659483	0.38433477828936	-0.292688872587732
"LE4N02M"	"LE"	"4"	"24.08.2018"	"N0"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	-0.154402230073226	"Raised peat bog"	7.11572133320043	47.2625172509751	575561.556657458	234683.949411915	-0.95610305112203	-0.864158547399991	0.958265558204912	-1.39503925871139	0.446529518378357	-0.029567077073896	-0.0724622486848182	0.627095632317198	2.02423654956013	1.23062764921722	0.302030266252013	0.458987230886191	-0.343034927383323	-0.650517618764992
"LM1N01M"	"LM"	"1"	"21.08.2018"	"X0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573977.760281982	138398.617920706	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-0.812883702009051	1.13568588438033	-0.994436056572956	0.302030269069024	0.277938648861531	0.816767348863169	0.333795441126392
"LM1N02M"	"LM"	"1"	"21.08.2018"	"F1"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573977.760281982	138398.617920706	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-0.812883702009051	0.81067530392334	-0.994436056572956	0.302030269069024	-1.28508385973992	0.452829141189543	0.168582264223972
"LM2N01M"	"LM"	"2"	"21.08.2018"	"H0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573978.338033332	138404.699847433	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-1.02724920456805	-0.165486909031815	-0.994293537585912	0.302030269069024	0.784810207196666	0.162189282868752	0.068429292016896
"LM2N02M"	"LM"	"2"	"21.08.2018"	"C0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573978.338033332	138404.699847433	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-1.02724920456805	-0.260446522104465	-0.994293537585912	0.302030269069024	0.598510294160424	0.115303577414782	0.0627093546136285
"LM3N01M"	"LM"	"3"	"21.08.2018"	"D0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573981.005769088	138402.550227785	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-0.944250620538032	0.166871736722461	-0.99433205842121	0.62229545751392	0.485052072027714	0.245413152729928	0.276531410252637
"LM3N02M"	"LM"	"3"	"21.08.2018"	"H1"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573981.005769088	138402.550227785	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-0.944250620538032	0.692541023374633	-0.99433205842121	0.62229545751392	0.650617567970726	0.254015824076627	0.132086496663389
"LM4N01M"	"LM"	"4"	"21.08.2018"	"L0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573967.942112895	138415.443234814	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-1.1155688723392	1.01416018907902	-0.994088898075326	0.302030266252035	0.920192394851608	0.567229905055683	0.58395827640122
"LM4N02M"	"LM"	"4"	"21.08.2018"	"N1"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1.33650003737696	"Raised peat bog"	7.10030346114215	46.3964800387024	573967.942112895	138415.443234814	0.746157839769155	0.556670455601891	-0.262646074339377	1.41386681827344	-0.395750890837134	-0.388473792999764	-0.441939103845344	-1.1155688723392	0.775630684813196	-0.994088898075326	0.302030266252035	0.654272561435221	0.729424815228172	0.6421586888082
"LT1N01M"	"LT"	"1"	"22.08.2018"	"G1"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560271.159701584	149030.356370956	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	0.149065419868441	-0.130442289921671	-0.806031249699778	0.906017066819079	0.35194255109306	1.57176455032426	1.53542055795016
"LT1N02M"	"LT"	"1"	"22.08.2018"	"A0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560271.159701584	149030.356370956	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	0.149065419868441	-0.619936485879504	-0.806031249699778	0.906017066819079	0.294975113879432	1.14710642533692	1.21109479471779
"LT2N01M"	"LT"	"2"	"22.08.2018"	"F0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560263.506300241	149027.973188497	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	-0.0437163357100203	-0.53684682444093	-0.806117744324267	0.366273600881523	0.0201732403504345	1.62339229295191	1.51014196142132
"LT2N02M"	"LT"	"2"	"22.08.2018"	"I0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560263.506300241	149027.973188497	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	-0.0437163357100203	-1.03708050044864	-0.806117744324267	0.366273600881523	-0.0100176885163175	1.62448235963531	1.60999324378814
"LT3N01M"	"LT"	"3"	"22.08.2018"	"L1"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560257.396140094	149024.327523574	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	0.5343213310636	-0.125920403584877	-0.806226959545219	1.02699444126882	-0.251317504261885	1.89482580474897	1.85950980332121
"LT3N02M"	"LT"	"3"	"22.08.2018"	"K0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560257.396140094	149024.327523574	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	0.5343213310636	0.436489209553736	-0.806226959545219	1.02699444126882	-0.167603232652528	1.3062909103062	1.01967797280458
"LT4N01M"	"LT"	"4"	"22.08.2018"	"M0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560253.541032403	149020.935721508	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	-0.241148522473528	0.516187456239711	-0.806321019543189	1.14527498523408	0.289222528560941	1.30226368135679	1.44009984341443
"LT4N02M"	"LT"	"4"	"22.08.2018"	"A1"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	0.614067584740767	"Raised peat bog"	6.92099301776153	46.4913278261721	560253.541032403	149020.935721508	1.54190263869838	-0.355346701971745	0.404264497299394	0.528256303555295	-1.1060471689435	-0.952470060883278	-1.47647429829482	-0.241148522473528	1.08651037046771	-0.806321019543189	1.14527498523408	0.266166655531023	1.36003633637765	1.47109501914222
"LV1N01M"	"LV"	"1"	"23.08.2018"	"V0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573862.002911599	232275.306157604	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	1.19352419501573	1.90271085425882	1.16811611471062	0.302030269069024	0.740068022594257	-0.973789254210684	-1.38726449328004
"LV1N02M"	"LV"	"1"	"23.08.2018"	"R0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573862.002911599	232275.306157604	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	1.19352419501573	0.611147069312356	1.16811611471062	0.302030269069024	0.774826528671451	-1.12476263151392	-1.21218385617016
"LV2N01M"	"LV"	"2"	"23.08.2018"	"Z0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573862.261790127	232287.025332131	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	0.795327350570527	0.408227419948781	1.16838720665853	0.302030269032639	1.09822128380562	-1.29570261339898	-1.49253631256957
"LV2N02M"	"LV"	"2"	"23.08.2018"	"Y0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573862.261790127	232287.025332131	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	0.795327350570527	-0.343536183543034	1.16838720665853	0.302030269032639	1.14834001829624	-1.83345959557465	-1.94367190315151
"LV3N01M"	"LV"	"3"	"23.08.2018"	"Q0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573856.364292492	232292.454941738	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	1.58908884490253	-0.0100470662045597	1.16848797408466	-0.0532989841981594	0.981208875811195	-1.4205425494916	-1.51677497349668
"LV3N02M"	"LV"	"3"	"23.08.2018"	"D1"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573856.364292492	232292.454941738	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	1.58908884490253	0.265222764547706	1.16848797408466	-0.0532989841981594	1.12975468003842	-1.44082629886785	-1.54150621781994
"LV4N01M"	"LV"	"4"	"23.08.2018"	"T0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573866.913179354	232301.709537553	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	0.634052649218213	0.0928258479574781	1.16874474299259	0.302030269032641	1.02134221173013	-0.895724335156768	-1.27328137029422
"LV4N02M"	"LV"	"4"	"23.08.2018"	"J0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	-0.165026236729641	"Raised peat bog"	7.093384	47.2409488000405	573866.913179354	232301.709537553	-0.930172196210396	-0.986232357089433	0.69894591267467	-0.774112100441975	-0.64259144138474	-0.514091143573823	0.489142571159183	0.634052649218213	2.0389326801547	1.16874474299259	0.302030269032641	1.05479423991745	-0.535305904000899	-1.00003179249181
